Provincia,Fecha,Banda ancha fija,Dial up,Total,latitud,longitud
La Pampa,2022-12-18,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-19,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-20,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-21,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-22,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-23,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-24,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-25,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-26,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-27,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-28,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-29,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-30,114,171,285,-37.1315537735949,-65.4466546606951
La Pampa,2022-12-31,114,171,285,-37.1315537735949,-65.4466546606951
La Rioja,2022-10-01,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-02,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-03,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-04,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-05,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-06,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-07,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-08,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-09,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-10,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-11,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-12,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-13,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-14,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-15,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-16,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-17,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-18,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-19,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-20,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-21,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-22,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-23,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-24,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-25,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-26,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-27,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-28,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-29,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-30,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-10-31,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-01,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-02,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-03,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-04,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-05,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-06,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-07,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-08,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-09,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-10,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-11,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-12,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-13,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-14,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-15,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-16,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-17,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-18,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-19,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-20,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-21,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-22,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-23,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-24,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-25,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-26,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-27,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-28,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-29,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-11-30,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-01,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-02,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-03,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-04,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-05,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-06,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-07,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-08,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-09,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-10,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-11,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-12,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-13,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-14,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-15,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-16,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-17,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-18,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-19,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-20,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-21,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-22,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-23,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-24,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-25,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-26,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-27,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-28,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-29,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-30,86,4,90,-29.685776298315,-67.1817359694432
La Rioja,2022-12-31,86,4,90,-29.685776298315,-67.1817359694432
Mendoza,2022-10-01,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-02,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-03,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-04,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-05,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-06,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-07,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-08,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-09,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-10,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-11,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-12,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-13,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-14,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-15,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-16,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-17,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-18,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-19,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-20,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-21,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-22,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-23,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-24,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-25,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-26,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-27,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-28,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-29,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-30,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-10-31,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-01,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-02,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-03,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-04,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-05,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-06,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-07,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-08,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-09,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-10,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-11,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-12,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-13,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-14,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-15,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-16,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-17,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-18,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-19,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-20,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-21,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-22,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-23,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-24,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-25,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-26,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-27,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-28,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-29,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-11-30,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-01,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-02,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-03,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-04,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-05,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-06,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-07,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-08,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-09,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-10,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-11,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-12,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-13,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-14,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-15,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-16,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-17,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-18,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-19,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-20,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-21,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-22,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-23,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-24,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-25,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-26,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-27,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-28,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-29,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-30,291,777,1068,-34.6298873058957,-68.5831228183798
Mendoza,2022-12-31,291,777,1068,-34.6298873058957,-68.5831228183798
Misiones,2022-10-01,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-02,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-03,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-04,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-05,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-06,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-07,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-08,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-09,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-10,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-11,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-12,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-13,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-14,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-15,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-16,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-17,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-18,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-19,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-20,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-21,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-22,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-23,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-24,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-25,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-26,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-27,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-28,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-29,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-30,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-10-31,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-01,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-02,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-03,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-04,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-05,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-06,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-07,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-08,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-09,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-10,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-11,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-12,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-13,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-14,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-15,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-16,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-17,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-18,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-19,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-20,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-21,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-22,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-23,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-24,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-25,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-26,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-27,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-28,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-29,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-11-30,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-01,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-02,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-03,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-04,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-05,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-06,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-07,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-08,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-09,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-10,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-11,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-12,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-13,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-14,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-15,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-16,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-17,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-18,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-19,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-20,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-21,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-22,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-23,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-24,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-25,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-26,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-27,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-28,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-29,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-30,186,0,186,-26.8753965086829,-54.6516966230371
Misiones,2022-12-31,186,0,186,-26.8753965086829,-54.6516966230371
Neuquén,2022-10-01,160,468,628,,
Neuquén,2022-10-02,160,468,628,,
Neuquén,2022-10-03,160,468,628,,
Neuquén,2022-10-04,160,468,628,,
Neuquén,2022-10-05,160,468,628,,
Neuquén,2022-10-06,160,468,628,,
Neuquén,2022-10-07,160,468,628,,
Neuquén,2022-10-08,160,468,628,,
Neuquén,2022-10-09,160,468,628,,
Neuquén,2022-10-10,160,468,628,,
Neuquén,2022-10-11,160,468,628,,
Neuquén,2022-10-12,160,468,628,,
Neuquén,2022-10-13,160,468,628,,
Neuquén,2022-10-14,160,468,628,,
Neuquén,2022-10-15,160,468,628,,
Neuquén,2022-10-16,160,468,628,,
Neuquén,2022-10-17,160,468,628,,
Neuquén,2022-10-18,160,468,628,,
Neuquén,2022-10-19,160,468,628,,
Neuquén,2022-10-20,160,468,628,,
Neuquén,2022-10-21,160,468,628,,
Neuquén,2022-10-22,160,468,628,,
Neuquén,2022-10-23,160,468,628,,
Neuquén,2022-10-24,160,468,628,,
Neuquén,2022-10-25,160,468,628,,
Neuquén,2022-10-26,160,468,628,,
Neuquén,2022-10-27,160,468,628,,
Neuquén,2022-10-28,160,468,628,,
Neuquén,2022-10-29,160,468,628,,
Neuquén,2022-10-30,160,468,628,,
Neuquén,2022-10-31,160,468,628,,
Neuquén,2022-11-01,160,468,628,,
Neuquén,2022-11-02,160,468,628,,
Neuquén,2022-11-03,160,468,628,,
Neuquén,2022-11-04,160,468,628,,
Neuquén,2022-11-05,160,468,628,,
Neuquén,2022-11-06,160,468,628,,
Neuquén,2022-11-07,160,468,628,,
Neuquén,2022-11-08,160,468,628,,
Neuquén,2022-11-09,160,468,628,,
Neuquén,2022-11-10,160,468,628,,
Neuquén,2022-11-11,160,468,628,,
Neuquén,2022-11-12,160,468,628,,
Neuquén,2022-11-13,160,468,628,,
Neuquén,2022-11-14,160,468,628,,
Neuquén,2022-11-15,160,468,628,,
Neuquén,2022-11-16,160,468,628,,
Neuquén,2022-11-17,160,468,628,,
Neuquén,2022-11-18,160,468,628,,
Neuquén,2022-11-19,160,468,628,,
Neuquén,2022-11-20,160,468,628,,
Neuquén,2022-11-21,160,468,628,,
Neuquén,2022-11-22,160,468,628,,
Neuquén,2022-11-23,160,468,628,,
Neuquén,2022-11-24,160,468,628,,
Neuquén,2022-11-25,160,468,628,,
Neuquén,2022-11-26,160,468,628,,
Neuquén,2022-11-27,160,468,628,,
Neuquén,2022-11-28,160,468,628,,
Neuquén,2022-11-29,160,468,628,,
Neuquén,2022-11-30,160,468,628,,
Neuquén,2022-12-01,160,468,628,,
Neuquén,2022-12-02,160,468,628,,
Neuquén,2022-12-03,160,468,628,,
Neuquén,2022-12-04,160,468,628,,
Neuquén,2022-12-05,160,468,628,,
Neuquén,2022-12-06,160,468,628,,
Neuquén,2022-12-07,160,468,628,,
Neuquén,2022-12-08,160,468,628,,
Neuquén,2022-12-09,160,468,628,,
Neuquén,2022-12-10,160,468,628,,
Neuquén,2022-12-11,160,468,628,,
Neuquén,2022-12-12,160,468,628,,
Neuquén,2022-12-13,160,468,628,,
Neuquén,2022-12-14,160,468,628,,
Neuquén,2022-12-15,160,468,628,,
Neuquén,2022-12-16,160,468,628,,
Neuquén,2022-12-17,160,468,628,,
Neuquén,2022-12-18,160,468,628,,
Neuquén,2022-12-19,160,468,628,,
Neuquén,2022-12-20,160,468,628,,
Neuquén,2022-12-21,160,468,628,,
Neuquén,2022-12-22,160,468,628,,
Neuquén,2022-12-23,160,468,628,,
Neuquén,2022-12-24,160,468,628,,
Neuquén,2022-12-25,160,468,628,,
Neuquén,2022-12-26,160,468,628,,
Neuquén,2022-12-27,160,468,628,,
Neuquén,2022-12-28,160,468,628,,
Neuquén,2022-12-29,160,468,628,,
Neuquén,2022-12-30,160,468,628,,
Neuquén,2022-12-31,160,468,628,,
Río Negro,2022-10-01,162,548,710,,
Río Negro,2022-10-02,162,548,710,,
Río Negro,2022-10-03,162,548,710,,
Río Negro,2022-10-04,162,548,710,,
Río Negro,2022-10-05,162,548,710,,
Río Negro,2022-10-06,162,548,710,,
Río Negro,2022-10-07,162,548,710,,
Río Negro,2022-10-08,162,548,710,,
Río Negro,2022-10-09,162,548,710,,
Río Negro,2022-10-10,162,548,710,,
Río Negro,2022-10-11,162,548,710,,
Río Negro,2022-10-12,162,548,710,,
Río Negro,2022-10-13,162,548,710,,
Río Negro,2022-10-14,162,548,710,,
Río Negro,2022-10-15,162,548,710,,
Río Negro,2022-10-16,162,548,710,,
Río Negro,2022-10-17,162,548,710,,
Río Negro,2022-10-18,162,548,710,,
Río Negro,2022-10-19,162,548,710,,
Río Negro,2022-10-20,162,548,710,,
Río Negro,2022-10-21,162,548,710,,
Río Negro,2022-10-22,162,548,710,,
Río Negro,2022-10-23,162,548,710,,
Río Negro,2022-10-24,162,548,710,,
Río Negro,2022-10-25,162,548,710,,
Río Negro,2022-10-26,162,548,710,,
Río Negro,2022-10-27,162,548,710,,
Río Negro,2022-10-28,162,548,710,,
Río Negro,2022-10-29,162,548,710,,
Río Negro,2022-10-30,162,548,710,,
Río Negro,2022-10-31,162,548,710,,
Río Negro,2022-11-01,162,548,710,,
Río Negro,2022-11-02,162,548,710,,
Río Negro,2022-11-03,162,548,710,,
Río Negro,2022-11-04,162,548,710,,
Río Negro,2022-11-05,162,548,710,,
Río Negro,2022-11-06,162,548,710,,
Río Negro,2022-11-07,162,548,710,,
Río Negro,2022-11-08,162,548,710,,
Río Negro,2022-11-09,162,548,710,,
Río Negro,2022-11-10,162,548,710,,
Río Negro,2022-11-11,162,548,710,,
Río Negro,2022-11-12,162,548,710,,
Río Negro,2022-11-13,162,548,710,,
Río Negro,2022-11-14,162,548,710,,
Río Negro,2022-11-15,162,548,710,,
Río Negro,2022-11-16,162,548,710,,
Río Negro,2022-11-17,162,548,710,,
Río Negro,2022-11-18,162,548,710,,
Río Negro,2022-11-19,162,548,710,,
Río Negro,2022-11-20,162,548,710,,
Río Negro,2022-11-21,162,548,710,,
Río Negro,2022-11-22,162,548,710,,
Río Negro,2022-11-23,162,548,710,,
Río Negro,2022-11-24,162,548,710,,
Río Negro,2022-11-25,162,548,710,,
Río Negro,2022-11-26,162,548,710,,
Río Negro,2022-11-27,162,548,710,,
Río Negro,2022-11-28,162,548,710,,
Río Negro,2022-11-29,162,548,710,,
Río Negro,2022-11-30,162,548,710,,
Río Negro,2022-12-01,162,548,710,,
Río Negro,2022-12-02,162,548,710,,
Río Negro,2022-12-03,162,548,710,,
Río Negro,2022-12-04,162,548,710,,
Río Negro,2022-12-05,162,548,710,,
